,Fvar,frequency,frequency_strength,slope,R,std,mean,median,name
1364,,,,,,,,,661430607288-light-curves(1)
1365,,,,,,,,,661431128464-light-curves
1366,,,,,,,,,352188345404-light-curves
1367,,,,,,,,,661427404576-light-curves(2)
1368,,,,,,,,,249108712055-light-curves
1369,,,,,,,,,661425693827-light-curves
1370,,,,,,,,,137440132936-light-curves
1371,,,,,,,,,103079640038-light-curves
1372,,,,,,,,,661432307992-light-curves
1373,,,,,,,,,661426596260-light-curves
1374,,,,,,,,,661437762076-light-curves(1)
1375,,,,,,,,,188979599773-light-curves
1376,,,,,,,,,661430611270-light-curves
1377,,,,,,,,,661425681648-light-curves
1378,,,,,,,,,455266761353-light-curves
1379,,,,,,,,,85899416429-light-curves
1380,,,,,,,,,231929498057-light-curves
1381,,,,,,,,,111669380463-light-curves
1382,,,,,,,,,171799477903-light-curves
1383,,,,,,,,,661426788495-light-curves
1384,,,,,,,,,68720439759-light-curves
1385,,,,,,,,,661432020124-light-curves
1386,,,,,,,,,661430938474-light-curves
1387,,,,,,,,,661430040072-light-curves
1388,,,,,,,,,661427446542-light-curves
1389,,,,,,,,,661431367249-light-curves
1390,,,,,,,,,154620015930-light-curves
1391,,,,,,,,,609886332879-light-curves(1)
1392,,,,,,,,,661431325014-light-curves
1393,,,,,,,,,661425772124-light-curves
1394,,,,,,,,,515396644535-light-curves
1395,,,,,,,,,25770908944-light-curves
1396,,,,,,,,,206158710877-light-curves
1397,,,,,,,,,661431180991-light-curves
1398,,,,,,,,,103079776947-light-curves
1399,,,,,,,,,661431933652-light-curves
1400,,,,,,,,,661427376726-light-curves
1401,,,,,,,,,661434926471-light-curves
1402,,,,,,,,,661434926420-light-curves
1403,,,,,,,,,661430726758-light-curves
1404,,,,,,,,,661426211256-light-curves
1405,,,,,,,,,661426183459-light-curves
1406,,,,,,,,,661434926506-light-curves
1407,,,,,,,,,395137232801-light-curves
1408,,,,,,,,,197569319556-light-curves
1409,,,,,,,,,214749500174-light-curves
1410,,,,,,,,,128849731792-light-curves
1411,,,,,,,,,661434926482-light-curves
1412,,,,,,,,,42949996625-light-curves
1413,,,,,,,,,541166392031-light-curves
1414,,,,,,,,,661427006745-light-curves
1415,,,,,,,,,661432039038-light-curves
1416,,,,,,,,,661427356637-light-curves
1417,,,,,,,,,214749551687-light-curves
1418,,,,,,,,,395138197723-light-curves
1419,,,,,,,,,171799895392-light-curves
1420,,,,,,,,,111669646438-light-curves
1421,,,,,,,,,661425772596-light-curves
1422,,,,,,,,,661434926439-light-curves
1423,,,,,,,,,661429841259-light-curves
1424,,,,,,,,,661432042075-light-curves
1425,,,,,,,,,326417795140-light-curves
1426,,,,,,,,,188979403764-light-curves(1)
1427,,,,,,,,,661430852602-light-curves
1428,,,,,,,,,77310608380-light-curves
1429,,,,,,,,,661430423402-light-curves(2)
1430,,,,,,,,,300648581855-light-curves
1431,,,,,,,,,661432308174-light-curves
1432,,,,,,,,,42949853636-light-curves
1433,,,,,,,,,661434635092-light-curves(1)
1434,,,,,,,,,8590856226-light-curves
1435,,,,,,,,,661426827233-light-curves
1436,,,,,,,,,661437405315-light-curves
1437,,,,,,,,,661426849925-light-curves
1438,,,,,,,,,403727185009-light-curves
1439,,,,,,,,,661434922316-light-curves
1440,,,,,,,,,231929173352-light-curves
1441,,,,,,,,,661434926483-light-curves
1442,,,,,,,,,661431957955-light-curves
1443,,,,,,,,,146030063012-light-curves
1444,,,,,,,,,240519491280-light-curves
1445,,,,,,,,,661434926470-light-curves
1446,,,,,,,,,523986974127-light-curves
1447,,,,,,,,,137439650478-light-curves
1448,,,,,,,,,25770690235-light-curves
1449,,,,,,,,,661431075389-light-curves
1450,,,,,,,,,661431098752-light-curves
1451,,,,,,,,,661434926421-light-curves
1452,,,,,,,,,661436723939-light-curves
1453,,,,,,,,,661430447825-light-curves
1454,,,,,,,,,661432304992-light-curves
1455,,,,,,,,,661426074846-light-curves
1456,,,,,,,,,592706544225-light-curves
1457,,,,,,,,,661432311744-light-curves
1458,,,,,,,,,661434975041-light-curves
1459,,,,,,,,,523986862869-light-curves
1460,,,,,,,,,369367876403-light-curves
1461,,,,,,,,,343598513470-light-curves
1462,,,,,,,,,489626899941-light-curves
1463,,,,,,,,,661427223502-light-curves
1464,,,,,,,,,292058156304-light-curves
1465,,,,,,,,,429497205454-light-curves
1466,,,,,,,,,206159034732-light-curves(1)
1467,,,,,,,,,42949755960-light-curves
1468,,,,,,,,,249109148881-light-curves
1469,,,,,,,,,180388821724-light-curves
1470,,,,,,,,,661430335764-light-curves
1471,,,,,,,,,8590570583-light-curves
1472,,,,,,,,,231928865687-light-curves
1473,,,,,,,,,154619322675-light-curves
1474,,,,,,,,,661434972134-light-curves
1475,,,,,,,,,644245938712-light-curves
1476,,,,,,,,,163209330966-light-curves
1477,,,,,,,,,34361013180-light-curves
1478,,,,,,,,,386547768235-light-curves
1479,,,,,,,,,395137954643-light-curves
1480,,,,,,,,,661427501748-light-curves
1481,,,,,,,,,661434950158-light-curves
1482,,,,,,,,,661431616722-light-curves
1483,,,,,,,,,34360900140-light-curves(1)
1484,,,,,,,,,335008263820-light-curves
1485,,,,,,,,,661434591035-light-curves
1486,,,,,,,,,188979095334-light-curves
1487,,,,,,,,,103080339755-light-curves
1488,,,,,,,,,661425786735-light-curves
1489,,,,,,,,,661431193472-light-curves
1490,,,,,,,,,111670115454-light-curves
1491,,,,,,,,,661427405287-light-curves
1492,,,,,,,,,249108865889-light-curves
1493,,,,,,,,,128849582065-light-curves
1494,,,,,,,,,472446551938-light-curves
1495,,,,,,,,,661430423402-light-curves
1496,,,,,,,,,661426034782-light-curves
1497,,,,,,,,,463857655331-light-curves
1498,,,,,,,,,661425940624-light-curves
1499,,,,,,,,,661426030603-light-curves
1500,,,,,,,,,661426106124-light-curves
1501,,,,,,,,,111670159609-light-curves
1502,,,,,,,,,283468378505-light-curves
1503,,,,,,,,,661431563832-light-curves
1504,,,,,,,,,661437762076-light-curves
1505,,,,,,,,,103079712253-light-curves
1506,,,,,,,,,352187380967-light-curves
1507,,,,,,,,,661434888804-light-curves
1508,,,,,,,,,661430407712-light-curves
1509,,,,,,,,,661425872429-light-curves
1510,,,,,,,,,661427130915-light-curves
1511,,,,,,,,,77310861614-light-curves
1512,,,,,,,,,661426069519-light-curves
1513,,,,,,,,,214748642181-light-curves
1514,,,,,,,,,661432321888-light-curves
1515,,,,,,,,,661430507865-light-curves
1516,,,,,,,,,68720314863-light-curves
1517,,,,,,,,,429497595386-light-curves
1518,,,,,,,,,661427483512-light-curves
1519,,,,,,,,,369368280672-light-curves
1520,,,,,,,,,111669481009-light-curves
1521,,,,,,,,,42949800398-light-curves
1522,,,,,,,,,111669578802-light-curves
1523,,,,,,,,,171798923269-light-curves
1524,,,,,,,,,661427507150-light-curves
1525,,,,,,,,,661432295952-light-curves
1526,,,,,,,,,661434922315-light-curves
1527,,,,,,,,,661427357064-light-curves
1528,,,,,,,,,257698235287-light-curves
1529,,,,,,,,,661425672653-light-curves
1530,,,,,,,,,661432076263-light-curves
1531,,,,,,,,,661430429453-light-curves
1532,,,,,,,,,661430382369-light-curves
1533,,,,,,,,,326417921985-light-curves
1534,,,,,,,,,180389608759-light-curves
1535,,,,,,,,,661431644355-light-curves
1536,,,,,,,,,111670621747-light-curves
1537,,,,,,,,,661430461327-light-curves
1538,,,,,,,,,661430498125-light-curves
1539,,,,,,,,,120260228510-light-curves
1540,,,,,,,,,120259577284-light-curves
1541,,,,,,,,,661430474500-light-curves
1542,,,,,,,,,661426169302-light-curves
1543,,,,,,,,,137439994606-light-curves
1544,,,,,,,,,661425945881-light-curves
1545,,,,,,,,,661430715830-light-curves
1546,,,,,,,,,661434661847-light-curves
1547,,,,,,,,,223338783577-light-curves
1548,,,,,,,,,661426093110-light-curves
1549,,,,,,,,,360778233240-light-curves
1550,,,,,,,,,360778267232-light-curves
1551,,,,,,,,,257698143968-light-curves
1552,,,,,,,,,103080262389-light-curves
1553,,,,,,,,,661435085698-light-curves
1554,,,,,,,,,85899706306-light-curves
1555,,,,,,,,,661434611920-light-curves
1556,,,,,,,,,661431346907-light-curves
1557,,,,,,,,,661434926359-light-curves
1558,,,,,,,,,661427410390-light-curves
1559,,,,,,,,,206158976229-light-curves
1560,,,,,,,,,661431062555-light-curves
1561,,,,,,,,,515397207916-light-curves
1562,,,,,,,,,283467877327-light-curves
1563,,,,,,,,,661425693082-light-curves
1564,,,,,,,,,429497864183-light-curves
1565,,,,,,,,,661431205094-light-curves
1566,,,,,,,,,575525907634-light-curves
1567,,,,,,,,,137440343662-light-curves
1568,,,,,,,,,85899559304-light-curves
1569,,,,,,,,,661425698836-light-curves
1570,,,,,,,,,661431245089-light-curves
1571,,,,,,,,,661430827208-light-curves
1572,,,,,,,,,377958410970-light-curves
1573,,,,,,,,,661436212526-light-curves
1574,,,,,,,,,661430650482-light-curves
1575,,,,,,,,,34360275632-light-curves
1576,,,,,,,,,661426241663-light-curves
1577,,,,,,,,,661425820978-light-curves
1578,,,,,,,,,661434890699-light-curves
1579,,,,,,,,,661430474291-light-curves
1580,,,,,,,,,661431844040-light-curves
1581,,,,,,,,,128850207498-light-curves
1582,,,,,,,,,661426184789-light-curves
1583,,,,,,,,,274878100760-light-curves
1584,,,,,,,,,661430857610-light-curves
1585,,,,,,,,,395138009718-light-curves
1586,,,,,,,,,661425834831-light-curves
1587,,,,,,,,,661434912276-light-curves
1588,,,,,,,,,661425791542-light-curves
1589,,,,,,,,,661434920628-light-curves
1590,,,,,,,,,661434888138-light-curves
1591,,,,,,,,,214749086449-light-curves
1592,,,,,,,,,111670115454-light-curves(2)
1593,,,,,,,,,326418289419-light-curves
1594,,,,,,,,,661427301122-light-curves
1595,,,,,,,,,661432307576-light-curves
1596,,,,,,,,,652835427803-light-curves
1597,,,,,,,,,317827801552-light-curves
1598,,,,,,,,,300648432449-light-curves
1599,,,,,,,,,532576473157-light-curves
1600,,,,,,,,,661434926472-light-curves
1601,,,,,,,,,661436966717-light-curves
1602,,,,,,,,,300648002218-light-curves
1603,,,,,,,,,300648290941-light-curves(1)
