,name,ID,ra,dec
934,NGC 7237,661430442950,22 14 46.9,+13 50 27
935,IRAS 06483-1955,515396495431,06 50 30.9,-19 59 25
936,PDS J01118-4558,-1,01 11 53.5,-45 58 46
937,Q J02399-0131,-1,02 39 56.3,-01 31 37
938,SDSS J14251+0201,661434612909,14 25 06.8,+02 01 04
939,IC 1867,661426354649,02 55 52.2,+09 18 42
940,NGC 7212,360778233240,22 07 02.0,+10 14 00
941,MARK 1261,661431081441,10 43 52.6,-01 17 40
942,IC 5310,429497595386,23 20 47.6,-22 08 57
943,Q 1241+1624,661426534754,12 43 32.3,+16 07 43
944,II Zw 102,386547181332,21 07 45.9,+03 52 40
945,SDSS J09237+5519,661434975086,09 23 42.2,+55 19 50
946,SDSS J14170+0030,249108848323,14 17 04.5,+00 30 29
947,NGC 5515,42949755960,14 12 38.1,+39 18 34
948,ESO 490-G18,472446736083,06 37 59.7,-24 12 05
949,ESO 538-G25,627065526211,00 10 54.3,-21 04 03
950,SDSS J16473+4442,146029238738,16 47 21.4,+44 42 10
951,MCG +02.60.017,274878879403,23 47 09.2,+15 35 46
952,NPM1G-04.0637,377957349103,22 53 10.5,-04 08 49
953,ESO 549-G49,326418289419,04 02 25.8,-18 02 52
954,MCG -02.28.039,-1,11 01 29.9,-12 26 56
955,NVSS J22559-1222,-1,22 55 59.9,-12 22 11
956,MARK 1490,68720187391,14 19 43.3,+49 14 11
957,SDSS J08506+5721,661427405287,08 50 36.9,+57 21 34
958,SDSS J14143+0258,661434955968,14 14 23.0,+02 58 40
959,SDSS J14147+0306,214749718289,14 14 42.6,+03 06 33
960,ESO 533-G50,343598303722,22 34 49.9,-25 40 35
961,NVSS J17093-1233,-1,17 09 18.2,-12 33 47
962,SDSS J11159-0020,-1,11 15 59.5,-00 20 59
963,SBS 0911+472,661434878458,09 14 34.9,+47 02 08
964,Q 1350+3758,661434920624,13 53 00.5,+37 43 53
965,MARK  176,60130590013,11 32 40.3,+52 57 01
966,MARK  896,352188303619,20 46 20.8,-02 48 45
967,SDSS J17299+5823,661434647439,17 29 56.6,+58 23 50
968,IRAS 03106-0254,661425979962,03 13 07.8,-02 43 18
969,SDSS J07372+3131,661426939597,07 37 15.8,+31 31 11
970,RXS J05055+0416,249108865889,05 05 34.7,+04 15 54
971,SDSS J14468-0028,-1,14 46 50.3,-00 28 20
972,IRAS 16355-2049,240518435173,16 38 30.9,-20 55 24
973,UGC  1093SE,661434962579,01 31 51.3,+17 33 55
974,SDSS J14534+0218,661434975898,14 53 25.3,+02 18 11
975,MARK  590,214749149546,02 14 33.6,-00 46 00
976,NGC 4704,661434972134,12 48 46.5,+41 55 16
977,ESO 509-G38,661431873877,13 31 13.8,-25 24 09
978,NGC 2859 U6,661434926415,09 23 21.7,+34 43 43
979,NVSS J13230-3452,-1,13 23 02.4,-34 52 46
980,NGC 7566,661431755220,23 16 37.4,-02 19 50
981,IRAS 16399-0937N,-1,16 42 39.7,-09 43 13
982,ESO 540-G01,661431644355,00 34 13.8,-21 26 20
983,SDSS J10397-0042,-1,10 39 42.9,-00 42 28
984,MCG +10.16.111,85900600165,11 18 57.9,+58 03 23
985,XMM J00344-4333,-1,00 34 25.3,-43 33 08
986,IC 5298,146029385337,23 16 00.7,+25 33 24
987,WKK 3262,-1,14 35 11.6,-69 43 45
988,KAZ 147,661427488734,17 34 31.8,+67 02 29
989,SDSS J17126+5719,661434638504,17 12 38.1,+57 19 20
990,III Zw  35,171799069194,01 44 30.4,+17 06 09
991,Zw 229.015,51540262130,19 05 26.0,+42 27 40
992,IC  910,197568501706,13 41 08.0,+23 16 51
993,MCG -04.27.011,-1,11 28 59.6,-22 28 58
994,PC 0026+0535,661434926363,00 28 47.0,+05 52 29
995,ESO 080-G05,644245439857,01 47 39.3,-66 09 50
996,SDSS J11437+5500,661427376726,11 43 43.7,+55 00 19
997,SBS 0808+587,661427419284,08 12 17.1,+58 33 52
998,MCG +06.38.005,137440134378,17 12 28.5,+35 53 02
999,unknown,661427404576,08 12 11.7,+57 17 47
1000,ESO253-G003,661431833080,0,0
1001,Mrk110,661432004091,0,0
1002,PG 0043+039,188979181614,0,0
1003,IRAS23226-3843,661431843838,0,0
1004,WISEA J012354.17-003449.7,661436250048,0,0
1005,WISEA J015957.63+003310.3,661426099447,0,0
1006,WISEA J014412.78-000610.6,661426069519,0,0
1007,WISEA J015307.72+001304.0,661426084234,0,0
1008,WISEA J004701.68+003114.0,661436212526,0,0
1009,WISEA J012050.93-001832.8,661426060011,0,0
1010,ZTF20aahgivv,661427337193,0,0
1011,WISEA J003711.00+002127.8,661426090680,0,0
1012,Mark 817,661436966717,00 00 00.0,+00 00 00
1013,unknown,661426093110,00 00 00.0,00 00 00
1014,unknown,661432477847,00 00 00.0,00 00 00
1015,unknown,481036835401,00 00 00.0,00 00 00
1016,unknown,661432307992,00 00 00.0,00 00 00
1017,Zw 229.015       ,51540262130,19 05 26.0,+42 27 40
1018,NGC 2859 U6      ,661434926415,09 23 21.7,+34 43 43
1019,NVSS J16448-1302 ,-1,16 44 49.4,-13 02 07
1020,KAZ 147          ,661427488734,17 34 31.8,+67 02 29
1021,MCG +06.38.005   ,137440134378,17 12 28.5,+35 53 02
1022,MARK  590        ,214749149546,02 14 33.6,-00 46 00
1023,ESO 540-G01      ,661431644355,00 34 13.8,-21 26 20
1024,IRAS 03106-0254  ,661425979962,03 13 07.8,-02 43 18
1025,NGC 6521         ,128849804428,17 55 48.5,+62 36 44
1026,MARK  896        ,352188303619,20 46 20.8,-02 48 45
1027,SDSS J10397-0042 ,-1,10 39 42.9,-00 42 28
1028,SDSS J13138-0336 ,-1,13 13 50.9,-03 36 22
1029,SDSS J07372+3131 ,661426939597,07 37 15.8,+31 31 11
1030,NGC 7566         ,661431755220,23 16 37.4,-02 19 50
1031,WKK 3262         ,-1,14 35 11.6,-69 43 45
1032,ESO 080-G05      ,644245439857,01 47 39.3,-66 09 50
1033,NVSS J13230-3452 ,-1,13 23 02.4,-34 52 46
1034,SDSS J17126+5719 ,661434638504,17 12 38.1,+57 19 20
1035,MCG +10.16.111   ,85900600165,11 18 57.9,+58 03 23
1036,MARK 1459        ,661437402119,11 48 05.3,+21 49 38
1037,PC 0026+0535     ,661434926363,00 28 47.0,+05 52 29
1038,HE 1136-2304     ,386547827015,11 38 51.2,-23 21 35
1039,IC 5298          ,146029385337,23 16 00.7,+25 33 24
1040,XMM J00344-4333  ,-1,00 34 25.3,-43 33 08
1041,SDSS J13328+4152 ,34360900140,13 32 48.7,+41 52 18
1042,SDSS J14468-0028 ,-1,14 46 50.3,-00 28 20
1043,SDSS J14534+0218 ,661434975898,14 53 25.3,+02 18 11
1044,NGC 3341B        ,188979403764,10 42 31.5,+05 02 39
1045,ESO 509-G38      ,661431873877,13 31 13.8,-25 24 09
1046,MARK  176        ,60130590013,11 32 40.3,+52 57 01
1047,SDSS J11437+5500 ,661427376726,11 43 43.7,+55 00 19
1048,NGC 4704         ,661434972134,12 48 46.5,+41 55 16
1049,                 ,661427404576,08 12 11.7,+57 17 47
1050,IRAS 16399-0937N ,-1,16 42 39.7,-09 43 13
1051,RXS J05055+0416  ,249108865889,05 05 34.7,+04 15 54
1052,SBS 0808+587     ,661427419284,08 12 17.1,+58 33 52
1053,UGC  1093SE      ,661434962579,01 31 51.3,+17 33 55
1054,MCG -04.27.011   ,-1,11 28 59.6,-22 28 58
1055,III Zw  35       ,171799069194,01 44 30.4,+17 06 09
1056,MCG +10.12.091   ,34361009645,08 12 50.6,+57 55 18
1057,IRAS 22570-2601  ,661434667794,22 59 41.8,-25 45 06
1058,WAS 87           ,661434633969,14 01 09.3,+21 14 15
1059,SBS 0911+472     ,661434878458,09 14 34.9,+47 02 08
1060,NGC 6552         ,661427486433,18 00 07.3,+66 36 55
1061,1H 2107-097      ,661425862137,21 09 09.9,-09 40 15
1062,IC  910          ,197568501706,13 41 08.0,+23 16 51
1063,Q 1350+3758      ,661434920624,13 53 00.5,+37 43 53
1064,IRAS 16355-2049  ,240518435173,16 38 30.9,-20 55 24
1065,SDSS J17299+5823 ,661434647439,17 29 56.6,+58 23 50
1066,SDSS J02472+0028 ,661434659619,02 47 16.4,+00 28 09
1067,Zw 258.006       ,-1,05 16 52.4,+53 11 27
1068,MS 10588+1003    ,206159034732,11 01 26.5,+09 47 20
1069,SDSS J03038-0012 ,-1,03 03 50.5,-00 12 15
1070,SDSS J17227+6209 ,146029000508,17 22 43.8,+62 09 58
1071,MCG -03.32.017   ,-1,12 38 00.5,-20 07 50
1072,SDSS J15097+0123 ,223339699150,15 09 43.8,+01 23 23
1073,NGC 6393         ,661437762076,17 30 21.6,+59 38 22
1074,SDSS J14274+0446 ,214749111855,14 27 29.6,+04 46 46
1075,UGC 3194         ,661430841150,04 52 58.9,+01 19 52
1076,KUG 1618+402     ,77310608380,16 20 12.8,+40 09 06
1077,SDSS J08472+5114 ,661430982250,08 47 15.6,+51 14 44
1078,NPM1G-02.0063    ,300648290941,02 05 20.0,-02 33 05
1079,UGC  3179        ,661430839455,04 49 44.6,+03 20 00
1080,SDSS J17286+5708 ,103080565323,17 28 37.5,+57 08 42
1081,MARK  266NE      ,661427279480,13 38 17.8,+48 16 40
1082,ESO 549-G36      ,309238507041,03 55 09.2,-17 28 10
1083,SDSS J08584+0001 ,661434635092,08 58 28.5,+00 01 24
1084,MARK  516        ,240519351410,21 56 22.3,+07 22 00
1085,F  357           ,-1,22 27 31.2,-70 23 16
1086,SDSS J02502+0005 ,661430766980,02 50 14.6,+00 05 40
1087,ESO  31-G08      ,661430778005,03 07 35.0,-72 50 04
1088,IRAS 11463-3304  ,609886332879,11 48 54.5,-33 20 41
1089,NGC 3362         ,360777877912,10 44 51.7,+06 35 48
1090,MARK  266SW      ,661427279480,13 38 17.3,+48 16 34
1091,IRAS 08417-1351  ,274878437331,08 44 06.9,-14 02 12
1092,IRAS 16382-0613  ,377958337184,16 40 52.3,-06 18 53
1093,IRAS L05261-2040 ,-1,05 28 14.0,-20 37 50
1094,IRAS 12288-4741  ,661425631627,12 31 37.2,-47 58 03
1095,PKS 2153-69      ,661430616892,21 57 05.8,-69 41 23
1096,SBS 0807+581     ,661427412422,08 11 53.1,+57 57 05
1097,NGC 7158         ,300647838166,21 56 56.5,-11 39 32
1098,ESO 374-G44      ,438087567520,10 13 19.9,-35 58 57
1099,IGR J12026-5349  ,635655280976,12 02 47.7,-53 50 07
1100,SDSS J17283+5732 ,661431428889,17 28 23.4,+57 32 43
1101,NGC 3561B        ,661426868554,11 11 13.1,+28 41 47
1102,UGC 12243        ,661426418536,22 54 43.5,+11 42 51
1103,HXMM J11053+3814 ,85899648398,11 05 22.0,+38 14 02
1104,UGC 10695SE      ,661431412422,17 05 05.6,+43 02 35
1105,SDSS J21529-0009 ,-1,21 52 59.1,-00 09 03
1106,SDSS J09206+5255 ,661434923211,09 20 40.6,+52 55 15
1107,NGC 6370         ,661431425625,17 23 25.4,+56 58 27
1108,SDSS J09132+5854 ,661434886753,09 13 12.6,+58 54 09
1109,WPVS 95          ,661434594675,14 51 33.0,-36 25 56
1110,MCG -06.45.016   ,-1,20 48 19.7,-35 40 36
1111,NPM1G+82.0048    ,661431125448,11 32 20.3,+82 23 43
1112,IC 1339          ,309237960466,20 57 55.5,-17 56 33
1113,IC 4165          ,60129725416,13 04 56.9,+39 55 30
1114,NPM1G-21.0183    ,661425771098,05 26 27.3,-21 17 11
1115,PKS 2201+04      ,661426226305,22 04 17.7,+04 40 02
1116,MARK  705        ,515396859069,09 26 03.3,+12 44 03
1117,Q 1234+0848      ,661426334020,12 36 47.3,+08 32 19
1118,MCG -02.14.009   ,-1,05 16 21.1,-10 33 41
1119,MCG +10.25.061   ,137439650478,17 32 12.2,+59 56 29
1120,MARK  595        ,197569386950,02 41 34.9,+07 11 14
1121,SDSS J17153+5739 ,206158654388,17 15 18.5,+57 39 31
1122,B3 0920+416      ,661430040072,09 23 31.3,+41 25 27
1123,NGC 6104         ,25770632312,16 16 30.7,+35 42 29
1124,MCG -01.29.018   ,-1,11 25 02.1,-05 04 07
1125,SDSS J23328+0111 ,661434642245,23 32 53.0,+01 11 57
1126,Zw 047.107       ,240519491280,14 34 50.7,+03 38 43
1127,MARK 1218        ,197568605368,08 38 11.1,+24 53 45
1128,MCG -04.50.013   ,171799223491,21 17 28.3,-22 48 58
1129,NGC 5765         ,661434963179,14 50 50.5,+05 06 58
1130,MARK  520        ,257698834699,22 00 41.4,+10 33 09
1131,ESO 409-003      ,429497788928,00 01 55.8,-27 37 38
1132,NGC 7674         ,283468378505,23 27 56.7,+08 46 44
1133,SDSS J11477+0149 ,231929041990,11 47 43.7,+01 49 34
1134,SDSS J23157+0024 ,661437397349,23 15 43.3,+00 24 42
1135,MCG +02.57.002   ,472447187288,22 23 45.1,+11 50 09
1136,RXS J04520+4932  ,68720524037,04 52 05.0,+49 32 47
1137,MCG +04.19.017   ,197568531637,07 59 53.5,+23 23 24
1138,Zw 0040.007      ,386547753303,11 34 46.3,+02 55 15
1139,UGC  1847B       ,661434888138,02 23 37.1,+02 31 30
1140,UGC 10593        ,661427387973,16 52 18.8,+55 54 20
1141,1WGA J1222.2+2821,-1,12 22 15.3,+28 21 22
1142,MCG +08.23.067   ,103079712253,12 36 51.2,+45 39 05
1143,MARK  704        ,661431008753,09 18 26.0,+16 18 20
1144,SDSS J21093-0607 ,-1,21 09 18.4,-06 07 54
1145,Q 10358-0951     ,-1,10 38 20.6,-10 07 03
1146,NGC 7776         ,309238380712,23 54 16.6,-13 35 10
1147,UGC  6100        ,103079711152,11 01 34.0,+45 39 14
1148,E 1258+289       ,661434926460,13 01 20.2,+28 39 57
1149,SDSS J14534+0425 ,661434640105,14 53 25.2,+04 25 16
1150,II Zw  83        ,429497221651,20 26 56.1,-02 16 40
1151,SDSS J13062+5857 ,128850398135,13 06 15.1,+58 57 33
1152,UGC  3134        ,317827801552,04 41 48.2,-01 18 07
1153,MARK 1400        ,240518534173,02 20 13.8,+08 12 20
1154,SDSS J11036-0052 ,-1,11 03 38.3,-00 52 07
1155,NGC 7603         ,335007899310,23 18 56.7,+00 14 38
1156,IC  355          ,188979684833,03 53 46.3,+19 58 25
1157,NPM1G-16.044     ,438086788307,14 06 20.7,-16 37 00
1158,Zw 425.034       ,661426398933,21 02 21.6,+10 58 15
1159,KUG 0325+023A    ,661426164507,03 27 48.4,+02 28 25
1160,SDSS J11241-0109 ,-1,11 24 08.7,-01 09 28
1161,MCG -01.32.011   ,-1,12 27 11.7,-07 41 59
1162,NGC 1144         ,257698895216,02 55 12.2,-00 11 01
1163,ESO 433-G12      ,661434589486,09 18 13.5,-32 29 00
1164,V Zw 331         ,231928491185,03 13 57.9,+41 15 24
1165,SBS 1438+594     ,661434925596,14 39 35.3,+59 16 26
1166,ESO  25-G02      ,77310352366,18 54 40.2,-78 53 54
1167,Zw 009.070       ,-1,10 30 50.8,-02 43 16
1168,NGC 1218         ,188979185775,03 08 26.2,+04 06 39
1169,Q 1309+4747      ,661434926463,13 11 21.6,+47 31 23
1170,F  265           ,-1,06 56 17.3,-65 33 48
1171,TOL 1326-379     ,661431236080,13 29 19.2,-38 14 18
1172,NVSS J10442-3442 ,-1,10 44 16.0,-34 42 58
1173,IRAS F10570+7239 ,661427504851,11 00 38.4,+72 22 51
1174,UGC  3106        ,661434590005,04 37 11.3,-01 51 09
1175,SDSS J13575-0008 ,-1,13 57 35.8,-00 08 36
1176,KISSR 2395       ,111670621747,14 35 44.1,+35 04 34
1177,UGC  9826        ,68720439759,15 21 33.1,+39 12 02
1178,WPVS  5          ,635656092724,00 23 13.8,-53 58 22
1179,UGC 12492        ,489627167740,23 18 53.8,-01 03 37
1180,SDSS J13130+0127 ,231929173352,13 13 05.8,+01 27 56
1181,ESO 444-G18      ,661431230073,13 22 56.9,-32 43 41
1182,NGC 7808         ,300648469565,00 03 32.1,-10 44 41
1183,MS 11103+2210    ,661434988542,11 12 58.3,+21 54 34
1184,UGC 10855A       ,146029892160,17 25 19.2,+58 49 00
1185,NGC 6418         ,661427420885,17 38 09.3,+58 42 53
1186,SDSS J11129+0930 ,188978980404,11 12 54.4,+09 30 50
1187,NPM1G+27.0459    ,180389853998,14 45 36.9,+27 02 05
1188,SDSS J14270+3554 ,137440154067,14 27 04.6,+35 54 09
1189,SDSS J14396+0308 ,661426183459,14 39 37.9,+03 08 48
1190,Zw 023.021       ,661426153726,16 10 40.6,+02 06 38
1191,MCG +00.59.018   ,-1,23 18 08.4,-00 23 26
1192,SDSS J17319+5958 ,223338344838,17 31 59.2,+59 58 18
1193,SDSS J02534-0014 ,-1,02 53 29.6,-00 14 05
1194,WPVS  7          ,661431825353,00 39 16.0,-51 16 59
1195,SDSS J02590-0645 ,-1,02 59 00.1,-06 45 38
1196,IRAS 07245-3548  ,661425684395,07 26 26.4,-35 54 21
1197,UGC 12237        ,661426420321,22 54 19.7,+11 46 57
1198,NPM1G-15.0520    ,317827603817,20 59 33.5,-16 05 35
1199,SDSS J14509+2734 ,231928900859,14 50 55.4,+27 34 42
1200,Q 1032+4641      ,-1,10 35 57.1,+46 25 40
1201,IRAS 12323-3659  ,661434926430,12 35 03.9,-37 15 32
1202,RXS J17414+0348  ,386547173433,17 41 28.1,+03 48 51
1203,NVSS J00030-0737 ,-1,00 03 05.1,-07 37 00
1204,NGC  612         ,661425681648,01 33 57.8,-36 29 36
1205,IRAS 21363-2700  ,257698108994,21 39 13.8,-26 46 28
1206,3C 353.0         ,661426030603,17 20 28.2,-00 58 47
1207,Q 1030+4746      ,661434926428,10 33 48.9,+47 31 30
1208,NVSS J04283-1143 ,-1,04 28 20.6,-11 43 55
1209,MCG -02.26.024   ,-1,10 03 00.6,-15 21 41
1210,ESO 535-G001     ,403727336680,22 59 01.4,-25 31 42
1211,NVSS J05086-1812 ,-1,05 08 41.2,-18 12 27
1212,MARK  290        ,206158678567,15 35 52.3,+57 54 09
1213,CTS A08.12       ,635655383919,21 32 02.3,-33 42 53
1214,ESO 578-G11      ,661425786566,13 59 01.2,-19 03 22
1215,ESO 353-G38      ,661430715565,01 43 37.6,-33 42 19
1216,SDSS J17378+5403 ,661427364573,17 37 52.7,+54 03 39
1217,SDSS J23182+0015 ,335007911354,23 18 15.6,+00 15 40
1218,3C 465.0         ,146029268198,23 38 29.4,+27 01 52
1219,IRAS 04507+0358  ,661430841459,04 53 25.7,+04 03 42
1220,XMM J16176+1229  ,274879109453,16 17 36.2,+12 29 03
1221,ATESP J22432-4002,-1,22 43 14.0,-40 02 55
1222,UM 105           ,661434602448,01 28 51.5,+02 26 47
1223,NPM1G-12.0264    ,661425830205,09 16 49.1,-13 10 30
1224,NGC 6212         ,661434597794,16 43 23.1,+39 48 24
1225,NVSS J04075-0225 ,-1,04 07 32.8,-02 25 57
1226,MARK  937        ,661425940624,00 10 10.8,-04 42 36
1227,SDSS J23193+0107 ,661434665730,23 19 23.2,+01 07 33
1228,NGC 5972         ,661426557980,15 38 54.2,+17 01 33
1229,KAZ 341          ,249108199763,23 31 53.5,+25 17 42
1230,MARK   10        ,128849747517,07 47 29.1,+60 56 01
1231,MCG +09.21.096   ,661427360923,13 03 59.5,+53 47 30
1232,MARK  732        ,369367849218,11 13 49.8,+09 35 10
1233,MARK  739E       ,206159474665,11 36 29.3,+21 35 45
1234,SDSS J08380+5406 ,661427365255,08 38 03.7,+54 06 42
1235,SDSS J08336+5313 ,661434656771,08 33 37.5,+53 13 40
1236,MCG -02.08.039   ,-1,03 00 28.2,-11 25 04
1237,SDSS J12094+3305 ,94490660744,12 09 29.2,+33 05 30
1238,NGC 6166         ,661430536844,16 28 38.3,+39 33 05
1239,SDSS J02492-0815 ,-1,02 49 12.9,-08 15 25
1240,Q 10582-0618     ,-1,11 00 45.4,-06 34 42
1241,UGC 10774        ,661434614467,17 14 09.0,+58 49 05
1242,SDSS J10428+2546 ,249108344820,10 42 50.3,+25 46 15
1243,PGC 014791       ,661430820831,04 16 55.5,-07 28 50
1244,ESO 509-IG083    ,472446551938,13 37 50.0,-23 59 41
1245,SDSS J14435+4923 ,77310714964,14 43 31.3,+49 23 35
1246,RXS J04558+0238  ,197569170512,04 55 53.2,+02 38 50
1247,SDSS J08465+4818 ,94489833758,08 46 31.0,+48 18 08
1248,Q 1638.0+3938    ,661434926488,16 39 43.8,+39 32 29
1249,Q 0747+5623      ,661434926404,07 51 15.0,+56 15 25
1250,NPM1G+39.0412    ,42949800398,16 30 32.7,+39 23 03
1251,NPM1G-03.0553    ,223339071824,15 50 41.5,-03 53 18
1252,TOL 1437+030     ,214749385224,14 40 12.7,+02 47 43
1253,Q 0134+0119      ,661434926374,01 36 49.3,+01 35 04
1254,3C  88.0         ,206159316173,03 27 54.2,+02 33 42
1255,IRAS 20051-1117  ,326418680715,20 07 51.4,-11 08 35
1256,NPM1G+52.0197    ,51540654667,13 46 40.8,+52 28 36
1257,NPM1G-13.0157    ,249109148881,03 56 00.8,-13 42 33
1258,Q 1624+4628      ,42949918341,16 26 04.3,+46 22 06
1259,Tol 1209-285     ,661434888909,12 12 20.0,-28 48 45
1260,KAZ  49          ,560067,15 57 03.3,+63 50 28
1261,SDSS J16044-0104 ,-1,16 04 28.5,-01 04 35
1262,MCG -03.32.016   ,-1,12 37 13.2,-20 03 07
1263,UGC 12348        ,661429619166,23 05 18.9,+00 11 21
1264,SDSS J13138+0207 ,386548015948,13 13 52.3,+02 07 57
1265,Q 1248+4752      ,661434926456,12 50 48.7,+47 36 00
1266,MCG -03.58.007   ,-1,22 49 37.1,-19 16 27
1267,MARK 1469        ,77310861614,12 16 07.1,+50 49 30
1268,SDSS J07498+4258 ,661427185612,07 49 48.6,+42 58 01
1269,2MASS J09451-0007,-1,09 45 11.9,-00 07 12
1270,MARK 1494        ,223338950177,15 01 38.8,+10 25 13
1271,NPM1G-03.0212    ,292058196857,04 46 56.8,-03 05 12
1272,MARK  421        ,661431980705,11 04 27.2,+38 12 32
1273,MCG +07.22.039   ,103079640038,10 40 00.6,+39 07 20
1274,1SAX J16506+0437 ,438087787336,16 50 42.7,+04 36 18
1275,MCG -06.26.016   ,-1,10 01 31.2,-15 10 24
1276,Q 2302+0217      ,661434926521,23 04 57.3,+02 33 39
1277,SDSS J16491+3613 ,103080306436,16 49 09.6,+36 13 26
1278,SDSS J03399-0632 ,-1,03 39 56.0,-06 32 29
1279,MARK  279        ,1081363,13 53 03.5,+69 18 30
1280,Q 1631+4628      ,661434926487,16 32 53.3,+46 21 45
1281,SDSS J08522+5253 ,661427348464,08 52 14.3,+52 53 24
1282,3C  98.0         ,223338937393,03 58 54.5,+10 26 02
1283,IRAS 03450+0055  ,300648581855,03 47 40.1,+01 05 14
1284,NGC 6137         ,661430617491,16 23 03.1,+37 55 20
1285,SDSS J10274+6341 ,661434975725,10 27 24.8,+63 41 20
1286,NGC 3855         ,128849582065,11 44 44.9,+33 19 16
1287,IC 1338          ,369368276782,20 56 57.8,-16 29 32
1288,SDSS J08240+5154 ,146029908724,08 24 03.7,+51 54 16
1289,NGC 7069         ,661431539612,21 28 05.9,-01 38 49
1290,IRAS 07027-6011  ,644246079496,07 03 29.2,-60 15 24
1291,MCG +07.23.15    ,661431098752,11 03 11.0,+41 42 18
1292,SDSS J03085+0033 ,335008248658,03 08 34.3,+00 33 03
1293,MCG -02.11.014   ,-1,04 04 27.5,-10 10 06
1294,MCG -06.02.019   ,-1,00 33 59.7,-34 16 37
1295,NVSS J13071-3211 ,-1,13 07 10.0,-32 11 29
1296,IRAS 19412-3305  ,558345852421,19 44 30.8,-32 57 57
1297,SDSS J02331-0748 ,-1,02 33 10.7,-07 48 13
1298,NPM1G-16.0168    ,317828703608,04 01 06.7,-16 06 39
1299,IRAS 13120-5453  ,661430527795,13 15 06.3,-55 09 22
1300,ESO 540-G17      ,661425799075,00 44 21.8,-17 21 06
1301,NVSS J11329-3338 ,-1,11 32 56.2,-33 38 05
1302,Zw 098.038       ,60130688636,23 55 44.2,+30 12 45
1303,Q 1221+4753      ,661434973554,12 23 59.0,+47 37 07
1304,NPM1G+08.0399    ,180389589033,15 20 53.3,+08 23 49
1305,IRAS 15438+2715  ,661426827233,15 45 59.1,+27 06 29
1306,NGC 6454         ,103079541532,17 44 56.5,+55 42 16
1307,MARK  372        ,283468439158,02 49 20.7,+19 18 15
1308,SDSS J16372+4425 ,661427212762,16 37 16.4,+44 25 05
1309,SDSS J15386+0243 ,-1,15 38 39.2,+02 43 24
1310,NPM1G-19.0685    ,395138200640,23 31 57.8,-18 46 21
1311,UGC  6972        ,661427177930,11 58 52.5,+42 34 15
1312,PKS 2327-215     ,661425771481,23 29 41.6,-21 17 44
1313,KUG 2346+019A    ,257698138745,23 48 41.6,+02 14 25
1314,Q 0302-0016      ,-1,03 05 01.1,-00 05 06
1315,MCG -04.12.002   ,-1,04 39 11.8,-21 20 51
1316,IGR J16482-3036  ,661425713453,16 48 15.2,-30 35 04
1317,UGC 10683B       ,-1,17 05 00.4,-01 32 30
1318,SDSS J09332+0158 ,661434928119,09 33 13.9,+01 58 58
1319,Q 0324+0222      ,661434926383,03 27 22.5,+02 32 52
1320,NPM1G+28.0373    ,206158613991,16 09 05.6,+27 53 34
1321,KISSR 1004       ,661430463745,16 13 47.8,+29 09 11
1322,Q 1118+4640      ,661434885726,11 21 31.8,+46 23 58
1323,MCG -04.15.025   ,-1,06 20 28.0,-22 34 33
1324,MARK  609        ,395137439992,03 25 25.4,-06 08 39
1325,Q 0823+5621      ,661434926408,08 27 23.1,+56 11 13
1326,2QZ J004751-2941 ,-1,00 47 51.3,-29 41 17
1327,SBS 1610+589     ,146029869665,16 11 24.6,+58 51 01
1328,SDSS J08017+4200 ,85899559304,08 01 42.6,+42 00 19
1329,NVSS J23047-0933 ,-1,23 04 42.9,-09 33 45
1330,MARK  423        ,661430528264,11 26 48.5,+35 15 04
1331,Q 1237+4755      ,661434922312,12 39 59.3,+47 38 51
1332,IC 1494          ,292058076842,23 30 46.2,-12 43 28
1333,ESO 411-G029     ,661425703382,00 54 54.5,-32 01 53
1334,IRAS 02578-1100  ,300648432449,03 00 13.2,-10 48 23
1335,Zw 517.014       ,214749551687,00 01 58.4,+36 38 56
1336,SDSS J09561+0214 ,-1,09 56 09.7,+02 14 48
1337,SDSS J16465+4301 ,120259577284,16 46 34.8,+43 01 06
1338,SDSS J11243+2742 ,85899394886,11 24 23.9,+27 42 45
1339,NPM1G-22.0101    ,463857298025,04 07 42.6,-22 42 54
1340,Zw 004.063       ,-1,08 35 04.5,-02 57 56
1341,MARK  493        ,111670596132,15 59 09.6,+35 01 47
1342,Q 1459+4632      ,661434926471,15 01 09.2,+46 20 53
1343,MCG -04.03.028   ,-1,00 54 20.5,-23 33 09
1344,MCG -02.05.006   ,-1,01 32 58.9,-10 27 06
1345,IC  657          ,343598368129,10 57 53.6,-04 54 18
1346,MARK  522        ,223338664205,23 00 19.1,+16 22 58
1347,IRAS 05262+4432  ,661434592332,05 29 55.6,+44 34 39
1348,SDSS J14336+0341 ,352188336050,14 33 38.2,+03 41 45
1349,Q 03414-3154     ,-1,03 43 26.5,-31 44 38
1350,SDSS J14262+0051 ,506806667357,14 26 13.0,+00 51 38
1351,SDSS J16347+4222 ,661427173959,16 34 42.2,+42 22 06
1352,NVSS J23022-2512 ,-1,23 02 14.0,-25 12 34
1353,SDSS J15402+0319 ,309237882791,15 40 13.4,+03 19 56
1354,NPM1G-16.0109    ,369368280672,02 56 02.6,-16 29 16
1355,IC 2227          ,103080341635,08 07 07.1,+36 14 00
1356,ESO 530-G47      ,661425760763,21 27 02.6,-22 59 33
1357,MARK 1193        ,283469199532,04 07 01.1,-10 10 14
1358,SDSS J08349+5355 ,661435049544,08 34 56.1,+53 55 03
